web-scraper-order,web-scraper-start-url,type,type-href,brand,brand-href,name,build_url,build_url-href,build,engine_url,engine_url-href,infos,gaz,info_engine,info_engine-href,stage,stage-href,power_stock,power_stage,power_gain,torque_stock,torque_stage,torque_gain
"1699823276-710","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","T4
                                        180 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/t4-180","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/t4-180#stage2","180hp","195hp","+ 15hp","240Nm","330Nm","+ 90Nm"
"1699823279-711","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","T4
                                        180 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/t4-180","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/t4-180#stage1","180hp","195hp","+ 15hp","240Nm","330Nm","+ 90Nm"
"1699823285-712","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.5 T
                                        200 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.5-t-200","E85+","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.5-t-200#e85plus","200hp","260hp","+ 60hp","300Nm","400Nm","+ 100Nm"
"1699823288-713","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.5 T
                                        200 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.5-t-200","E85","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.5-t-200#e85","200hp","260hp","+ 60hp","300Nm","400Nm","+ 100Nm"
"1699823291-714","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.5 T
                                        200 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.5-t-200","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.5-t-200#stage2","200hp","260hp","+ 60hp","300Nm","400Nm","+ 100Nm"
"1699823294-715","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.5 T
                                        200 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.5-t-200","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.5-t-200#stage1","200hp","260hp","+ 60hp","300Nm","400Nm","+ 100Nm"
"1699823300-716","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.0 T
                                        203 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-t-203","E85","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-t-203#e85","203hp","265hp","+ 62hp","300Nm","380Nm","+ 80Nm"
"1699823303-717","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.0 T
                                        203 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-t-203","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-t-203#stage2","203hp","265hp","+ 62hp","300Nm","380Nm","+ 80Nm"
"1699823306-718","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.0 T
                                        203 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-t-203","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-t-203#stage1","203hp","265hp","+ 62hp","300Nm","380Nm","+ 80Nm"
"1699823312-719","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.4 D5
                                        205 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d5-205","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d5-205#stage2","205hp","230hp","+ 25hp","420Nm","480Nm","+ 60Nm"
"1699823315-720","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.4 D5
                                        205 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d5-205","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d5-205#stage1","205hp","230hp","+ 25hp","420Nm","480Nm","+ 60Nm"
"1699823321-721","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.4 D5
                                        185 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d5-185","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d5-185#stage2","185hp","215hp","+ 30hp","400Nm","475Nm","+ 75Nm"
"1699823324-722","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.4 D5
                                        185 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d5-185","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d5-185#stage1","185hp","215hp","+ 30hp","400Nm","475Nm","+ 75Nm"
"1699823330-723","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.4 D5
                                        163 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d5-163","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d5-163#stage2","163hp","225hp","+ 62hp","340Nm","460Nm","+ 120Nm"
"1699823333-724","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.4 D5
                                        163 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d5-163","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d5-163#stage1","163hp","225hp","+ 62hp","340Nm","460Nm","+ 120Nm"
"1699823339-725","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.4 D3
                                        163 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d3-163","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d3-163#stage2","163hp","225hp","+ 62hp","340Nm","460Nm","+ 120Nm"
"1699823342-726","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.4 D3
                                        163 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d3-163","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d3-163#stage1","163hp","225hp","+ 62hp","340Nm","460Nm","+ 120Nm"
"1699823348-727","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.4 D
                                        175 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d-175","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d-175#stage2","175hp","220hp","+ 45hp","420Nm","480Nm","+ 60Nm"
"1699823351-728","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.4 D
                                        175 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d-175","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.4-d-175#stage1","175hp","220hp","+ 45hp","420Nm","480Nm","+ 60Nm"
"1699823357-729","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.0 D4
                                        177 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-d4-177","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-d4-177#stage2","177hp","200hp","+ 23hp","400Nm","430Nm","+ 30Nm"
"1699823360-730","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.0 D4
                                        177 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-d4-177","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-d4-177#stage1","177hp","200hp","+ 23hp","400Nm","430Nm","+ 30Nm"
"1699823366-731","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.0 D
                                        136 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-d-136","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-d-136#stage2","136hp","180hp","+ 44hp","320Nm","400Nm","+ 80Nm"
"1699823369-732","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","2.0 D
                                        136 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-d-136","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/2.0-d-136#stage1","136hp","180hp","+ 44hp","320Nm","400Nm","+ 80Nm"
"1699823375-733","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","1.6D
                                        109 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/1.6d-109","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/1.6d-109#stage2","109hp","140hp","+ 31hp","240Nm","305Nm","+ 65Nm"
"1699823378-734","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","1.6D
                                        109 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/1.6d-109","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/1.6d-109#stage1","109hp","140hp","+ 31hp","240Nm","305Nm","+ 65Nm"
"1699823384-735","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","1.6 D2
                                        115 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/1.6-d2-115","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/1.6-d2-115#stage2","115hp","135hp","+ 20hp","270Nm","330Nm","+ 60Nm"
"1699823387-736","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2006","https://www.olsx.lu/en/chiptuning/volvo/s80/2006","","Diesel","1.6 D2
                                        115 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/1.6-d2-115","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2006/1.6-d2-115#stage1","115hp","135hp","+ 20hp","270Nm","330Nm","+ 60Nm"
"1699823396-737","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2002","https://www.olsx.lu/en/chiptuning/volvo/s80/2002","","Diesel","2.4
                                        140 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-140","E85+","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-140#e85plus","140hp","155hp","+ 15hp","220Nm","240Nm","+ 20Nm"
"1699823399-738","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2002","https://www.olsx.lu/en/chiptuning/volvo/s80/2002","","Diesel","2.4
                                        140 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-140","E85","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-140#e85","140hp","155hp","+ 15hp","220Nm","240Nm","+ 20Nm"
"1699823402-739","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2002","https://www.olsx.lu/en/chiptuning/volvo/s80/2002","","Diesel","2.4
                                        140 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-140","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-140#stage2","140hp","155hp","+ 15hp","220Nm","240Nm","+ 20Nm"
"1699823405-740","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2002","https://www.olsx.lu/en/chiptuning/volvo/s80/2002","","Diesel","2.4
                                        140 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-140","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-140#stage1","140hp","155hp","+ 15hp","220Nm","240Nm","+ 20Nm"
"1699823411-741","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2002","https://www.olsx.lu/en/chiptuning/volvo/s80/2002","","Diesel","2.4 D5
                                        163 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-d5-163","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-d5-163#stage2","163hp","225hp","+ 62hp","340Nm","460Nm","+ 120Nm"
"1699823414-742","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2002","https://www.olsx.lu/en/chiptuning/volvo/s80/2002","","Diesel","2.4 D5
                                        163 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-d5-163","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-d5-163#stage1","163hp","225hp","+ 62hp","340Nm","460Nm","+ 120Nm"
"1699823420-743","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2002","https://www.olsx.lu/en/chiptuning/volvo/s80/2002","","Diesel","2.4 D
                                        128 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-d-128","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-d-128#stage2","128hp","200hp","+ 72hp","280Nm","400Nm","+ 120Nm"
"1699823423-744","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S80","https://www.olsx.lu/en/chiptuning/volvo/s80","S80","2002","https://www.olsx.lu/en/chiptuning/volvo/s80/2002","","Diesel","2.4 D
                                        128 hp","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-d-128","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s80/2002/2.4-d-128#stage1","128hp","200hp","+ 72hp","280Nm","400Nm","+ 120Nm"
"1699823435-745","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S60","https://www.olsx.lu/en/chiptuning/volvo/s60","S60","2015","https://www.olsx.lu/en/chiptuning/volvo/s60/2015","","Diesel","T6 (3.0)
                                        350 hp","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t6-3.0-350","E85","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t6-3.0-350#e85","350hp","374hp","+ 24hp","500Nm","560Nm","+ 60Nm"
"1699823438-746","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S60","https://www.olsx.lu/en/chiptuning/volvo/s60","S60","2015","https://www.olsx.lu/en/chiptuning/volvo/s60/2015","","Diesel","T6 (3.0)
                                        350 hp","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t6-3.0-350","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t6-3.0-350#stage1","350hp","374hp","+ 24hp","500Nm","560Nm","+ 60Nm"
"1699823444-747","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S60","https://www.olsx.lu/en/chiptuning/volvo/s60","S60","2015","https://www.olsx.lu/en/chiptuning/volvo/s60/2015","","Diesel","T5 (2.0)
                                        245 hp","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t5-2.0-245","E85","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t5-2.0-245#e85","245hp","275hp","+ 30hp","350Nm","420Nm","+ 70Nm"
"1699823447-748","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S60","https://www.olsx.lu/en/chiptuning/volvo/s60","S60","2015","https://www.olsx.lu/en/chiptuning/volvo/s60/2015","","Diesel","T5 (2.0)
                                        245 hp","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t5-2.0-245","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t5-2.0-245#stage2","245hp","275hp","+ 30hp","350Nm","420Nm","+ 70Nm"
"1699823450-749","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S60","https://www.olsx.lu/en/chiptuning/volvo/s60","S60","2015","https://www.olsx.lu/en/chiptuning/volvo/s60/2015","","Diesel","T5 (2.0)
                                        245 hp","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t5-2.0-245","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t5-2.0-245#stage1","245hp","275hp","+ 30hp","350Nm","420Nm","+ 70Nm"
"1699823456-750","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S60","https://www.olsx.lu/en/chiptuning/volvo/s60","S60","2015","https://www.olsx.lu/en/chiptuning/volvo/s60/2015","","Diesel","T4 (2.0)
                                        190 hp","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t4-2.0-190","E85","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t4-2.0-190#e85","190hp","225hp","+ 35hp","300Nm","400Nm","+ 100Nm"
"1699823459-751","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S60","https://www.olsx.lu/en/chiptuning/volvo/s60","S60","2015","https://www.olsx.lu/en/chiptuning/volvo/s60/2015","","Diesel","T4 (2.0)
                                        190 hp","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t4-2.0-190","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t4-2.0-190#stage2","190hp","225hp","+ 35hp","300Nm","400Nm","+ 100Nm"
"1699823462-752","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S60","https://www.olsx.lu/en/chiptuning/volvo/s60","S60","2015","https://www.olsx.lu/en/chiptuning/volvo/s60/2015","","Diesel","T4 (2.0)
                                        190 hp","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t4-2.0-190","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t4-2.0-190#stage1","190hp","225hp","+ 35hp","300Nm","400Nm","+ 100Nm"
"1699823468-753","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S60","https://www.olsx.lu/en/chiptuning/volvo/s60","S60","2015","https://www.olsx.lu/en/chiptuning/volvo/s60/2015","","Diesel","T3 (1.5)
                                        152 hp","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t3-1.5-152","E85","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t3-1.5-152#e85","152hp","190hp","+ 38hp","250Nm","290Nm","+ 40Nm"
"1699823471-754","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S60","https://www.olsx.lu/en/chiptuning/volvo/s60","S60","2015","https://www.olsx.lu/en/chiptuning/volvo/s60/2015","","Diesel","T3 (1.5)
                                        152 hp","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t3-1.5-152","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t3-1.5-152#stage2","152hp","190hp","+ 38hp","250Nm","290Nm","+ 40Nm"
"1699823474-755","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S60","https://www.olsx.lu/en/chiptuning/volvo/s60","S60","2015","https://www.olsx.lu/en/chiptuning/volvo/s60/2015","","Diesel","T3 (1.5)
                                        152 hp","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t3-1.5-152","Stage 1","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t3-1.5-152#stage1","152hp","190hp","+ 38hp","250Nm","290Nm","+ 40Nm"
"1699823480-756","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S60","https://www.olsx.lu/en/chiptuning/volvo/s60","S60","2015","https://www.olsx.lu/en/chiptuning/volvo/s60/2015","","Diesel","T2 (1.5)
                                        122 hp","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t2-1.5-122","E85","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t2-1.5-122#e85","122hp","190hp","+ 68hp","220Nm","280Nm","+ 60Nm"
"1699823483-757","https://www.olsx.lu/en/chiptuning","Cars","https://www.olsx.lu/en/chiptuning#","Volvo","https://www.olsx.lu/en/chiptuning/volvo","Volvo","S60","https://www.olsx.lu/en/chiptuning/volvo/s60","S60","2015","https://www.olsx.lu/en/chiptuning/volvo/s60/2015","","Diesel","T2 (1.5)
                                        122 hp","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t2-1.5-122","Stage 2","https://www.olsx.lu/en/chiptuning/volvo/s60/2015/t2-1.5-122#stage2","122hp","190hp","+ 68hp","220Nm","280Nm","+ 60Nm"
